"genus","species","newmartin2019_dispersal_martin2019_dispersal","newsesync_flightpotential_sesync_dispersal"
"porrhomma","convexum","wind",NA
"porrhomma","errans","wind",NA
"porrhomma","microphthalmum","wind",NA
"porrhomma","oblitum","wind",NA
"porrhomma","pygmaeum","wind",NA
"prays","oleae",NA,"3"
"prionus","coriarius",NA,NA
"proceratium","150",NA,NA
"proceratium","brasiliense",NA,NA
"propylea","quatuordecimpunctata","flight",NA
"psenulus","","flight",NA
"psenulus","concolor","flight",NA
"psenulus","fuscipennis","flight",NA
"psenulus","pallipes","flight",NA
"pseudomyrmex","curacaensis",NA,NA
"pseudomyrmex","gracilis",NA,NA
"pseudomyrmex","pallidus",NA,NA
"pseudomyrmex","simplex",NA,NA
"pseudomyrmex","tenuis",NA,NA
"pseudomyrmex","termitarius",NA,NA
"pseudomyrmex","urbanus",NA,NA
"psyllobora","bicongregata",NA,NA
"pterostichus","aethiops",NA,NA
"pterostichus","anthracinus","ground",NA
"pterostichus","aterrimus","flight",NA
"pterostichus","burmeisteri","ground",NA
"pterostichus","cristatus",NA,NA
"pterostichus","cursor",NA,NA
"pterostichus","diligens",NA,NA
"pterostichus","fasciatopunctatus",NA,NA
"pterostichus","gracilis",NA,NA
"pterostichus","hagenbachii",NA,NA
"pterostichus","jurinei",NA,NA
"pterostichus","kokeilii",NA,NA
"pterostichus","macer","flight",NA
"pterostichus","madidus","ground",NA
"pterostichus","melanarius","ground",NA
"pterostichus","melas",NA,NA
"pterostichus","minor",NA,NA
"pterostichus","multipunctatus",NA,NA
"pterostichus","negligens",NA,NA
"pterostichus","niger","ground",NA
"pterostichus","nigrita","ground",NA
"pterostichus","oblongopunctatus","ground",NA
"pterostichus","ovoideus","ground",NA
"pterostichus","panzeri",NA,NA
"pterostichus","pumilio",NA,NA
"pterostichus","quadrifoveolatus",NA,NA
"pterostichus","selmanni",NA,NA
"pterostichus","strenuus","ground",NA
"pterostichus","subsinuatus",NA,NA
"pterostichus","taksonyis",NA,NA
"pterostichus","transversalis",NA,NA
"pterostichus","unctulatus",NA,NA
"pterostichus","vernalis","ground",NA
"pyramica","18",NA,NA
"pyramica","74",NA,NA
"pyramica","appretiata",NA,NA
"pyramica","comis",NA,NA
"pyramica","crassicornis",NA,NA
"pyramica","denticulata",NA,NA
"pyramica","eggersi",NA,NA
"pyramica","lygathrix",NA,NA
"pyramica","mitis",NA,NA
"pyramica","rugithorax",NA,NA
"pyramica","sp.1",NA,NA
"pyramica","sp.2",NA,NA
"pyramica","sp.3",NA,NA
"pyramica","splendens",NA,NA
"pyramica","themis",NA,NA
"pyramica","un01",NA,NA
"pyrrhidium","sanguineum",NA,NA
"quedius","cinctus",NA,NA
"quedius","nitipennis",NA,NA
"quedius","ochripennis","flight",NA
"quedius","paradisianus","flight",NA
"quedius","vexans",NA,NA
"rhagium","inquisitor",NA,NA
"rhagium","mordax",NA,NA
"rhagium","sycophanta",NA,NA
"rhagoletis","cerasi","flight",NA
"rhagonycha","fulva","ground",NA
"rhagonycha","limbata",NA,NA
"rhagonycha","lutea","ground",NA
"rhagonycha","testacea",NA,NA
"rhopalosiphum","padi","flight/wind","1"
"rhyzobius","litura","flight",NA
"rhyzobius","lophanthae",NA,NA
"robertus","arundineti","wind",NA
"robertus","kuehnae","wind",NA
"robertus","lividus","wind",NA
"robertus","neglectus","wind",NA
"rogeria","antcnp_sp2",NA,NA
"rogeria","antcnp_sp3",NA,NA
"rogeria","creightoni",NA,NA
"rogeria","foreli",NA,NA
"rogeria","inermis",NA,NA
"rogeria","sp.01",NA,NA
"rogeria","sp.02",NA,NA
"rogeria","sp.1",NA,NA
"rogeria","sp.2",NA,NA
"rogeria","stigmatica",NA,NA
"ropalopus","femoratus",NA,NA
"ropalopus","macropus",NA,NA
"rosalia","alpina",NA,NA
"rutpela","maculata",NA,NA
"saldula","opacula",NA,NA
"saldula","orthochila",NA,NA
"saldula","pallipes",NA,NA
"saldula","saltatoria","flight",NA
"saperda","carcharias",NA,NA
"saperda","perforata",NA,NA
"saperda","populnea",NA,NA
"saperda","scalaris",NA,NA
"saperda","similis",NA,NA
"sapyga","","flight/wind",NA
"sapyga","clavicornis","flight/wind",NA
"sapyga","quinquepunctata","flight/wind",NA
"scopaeus","laevigatus",NA,NA
"scymnus","auritus",NA,NA
"scymnus","citreus",NA,NA
"scymnus","femoralis",NA,NA
"scymnus","ferrugatus",NA,NA
"scymnus","frontalis","flight",NA
"scymnus","haemorrhoidalis","flight",NA
"scymnus","loewii",NA,NA
"scymnus","mimulus","flight",NA
"scymnus","pictilis",NA,NA
"scymnus","rubicundus",NA,NA
"scymnus","sp",NA,NA
"scymnus","sp1",NA,NA
"scymnus","suturalis","flight",NA
"semanotus","undatus",NA,NA
"sericomyrmex","amabilis",NA,NA
"sericomyrmex","scrobifer",NA,NA
"silometopus","elegans","wind",NA
"silometopus","reussi","wind",NA
"sintula","corniger","wind",NA
"sitobion","avenae","flight/wind","1"
"solenopsis","1",NA,NA
"solenopsis","19",NA,NA
"solenopsis","2",NA,NA
"solenopsis","JTsp1",NA,NA
"solenopsis","abdita/carolinensis",NA,NA
"solenopsis","antcnp_sp1",NA,NA
"solenopsis","antcnp_sp3",NA,NA
"solenopsis","globularia littoralis",NA,NA
"solenopsis","invicta",NA,NA
"solenopsis","lash4",NA,NA
"solenopsis","lash6",NA,NA
"solenopsis","molesta",NA,NA
"solenopsis","nickersoni",NA,NA
"solenopsis","papuana",NA,NA
"solenopsis","picea",NA,NA
"solenopsis","sp. 07",NA,NA
"solenopsis","sp. SS 1",NA,NA
"solenopsis","sp.01",NA,NA
"solenopsis","sp.04",NA,NA
"solenopsis","sp.06",NA,NA
"solenopsis","sp.1",NA,NA
"solenopsis","sp.10",NA,NA
"solenopsis","sp.11",NA,NA
"solenopsis","sp.12",NA,NA
"solenopsis","sp.14",NA,NA
"solenopsis","sp.2",NA,NA
"solenopsis","sp.3",NA,NA
"solenopsis","sp.4",NA,NA
"solenopsis","sp.5",NA,NA
"solenopsis","sp.6",NA,NA
"solenopsis","sp.7",NA,NA
"solenopsis","sp.8",NA,NA
"solenopsis","sp.9",NA,NA
"solenopsis","sp._1",NA,NA
"solenopsis","sp._2",NA,NA
"solenopsis","sp._9",NA,NA
"solenopsis","sp1",NA,NA
"solenopsis","substituta",NA,NA
"solenopsis","subterranea",NA,NA
"solenopsis","tennesseensis",NA,NA
"solenopsis","terricola",NA,NA
"solenopsis","tridens",NA,NA
"solenopsis","yellow",NA,NA
"sphaerophoria","","flight",NA
"sphaerophoria","batava","flight",NA
"sphaerophoria","interrupta","flight",NA
"sphaerophoria","rueppellii","flight",NA
"sphaerophoria","scripta","flight",NA
"sphaerophoria","taeniata","flight",NA
"sphaerophoria","virgata","flight",NA
"sphecidae","","flight",NA
"spondylis","buprestoides",NA,NA
"staphylinidae","","flight",NA
"steatoda","albomaculata","wind",NA
"stemonyphantes","lineatus","wind",NA
"stenocorus","meridianus",NA,NA
"stenolophus","mixtus","flight",NA
"stenolophus","skrimshiranus","flight",NA
"stenolophus","teutonus","flight",NA
"stenostola","dubia",NA,NA
"stenotus","binotatus","flight",NA
"stenotus","rubrovittatus",NA,"2"
"stenurella","melanura",NA,NA
"stenurella","nigra",NA,NA
"stenus","brunnipes",NA,NA
"stenus","canaliculatus",NA,NA
"stenus","cicindeloides",NA,NA
"stenus","circularis",NA,NA
"stenus","clavicornis","flight",NA
"stenus","flavipes",NA,NA
"stenus","fulvicornis",NA,NA
"stenus","geniculatus",NA,NA
"stenus","impressus",NA,NA
"stenus","pallipes",NA,NA
"stenus","pusillus",NA,NA
"stenus","similis","flight",NA
"stethorus","sp8",NA,NA
"stictoleptura","maculicornis",NA,NA
"stictoleptura","rubra",NA,NA
"stictoleptura","scutellata",NA,NA
"stigmus","pendulus","flight",NA
"stigmus","solskyi","flight",NA
"stomis","pumicatus","ground",NA
"strangalia","attenuata",NA,NA
"strumigenys","1",NA,NA
"strumigenys","151",NA,NA
"strumigenys","35",NA,NA
"strumigenys","7",NA,NA
"strumigenys","79",NA,NA
"strumigenys","brevicornis",NA,NA
"strumigenys","cf. racabura",NA,NA
"strumigenys","cordovensis",NA,NA
"strumigenys","eggersi",NA,NA
"strumigenys","elongata",NA,NA
"strumigenys","emmae",NA,NA
"strumigenys","godeffroyi",NA,NA
"strumigenys","horvathi",NA,NA
"strumigenys","inusitata",NA,NA
"strumigenys","lanuginosa",NA,NA
"strumigenys","louisianae",NA,NA
"strumigenys","marginiventris",NA,NA
"strumigenys","mek1",NA,NA
"strumigenys","mek2",NA,NA
"strumigenys","saliens",NA,NA
"strumigenys","schmalzi",NA,NA
"strumigenys","sp. 09",NA,NA
"strumigenys","sp. 2 cf. szalayi",NA,NA
"strumigenys","sp.09",NA,NA
"strumigenys","sp.1",NA,NA
"strumigenys","sp.2",NA,NA
"strumigenys","sp.3",NA,NA
"strumigenys","sp.4",NA,NA
"strumigenys","sp.5",NA,NA
"strumigenys","sp.6",NA,NA
"strumigenys","subedentata",NA,NA
"strumigenys","treptodens",NA,NA
"strumigenys","xenochelyna",NA,NA
"strumigenys","zeteki",NA,NA
"symmorphus","","flight",NA
"symmorphus","bifasciatus","flight",NA
"symmorphus","crassicornis","flight",NA
"symmorphus","debilitatus","flight",NA
"symmorphus","fuscipes","flight",NA
"symmorphus","gracilis","flight",NA
"syntomus","foveatus","ground",NA
"syntomus","obscuroguttatus","flight",NA
"syntomus","pallipes","ground",NA
"syntomus","truncatellus","ground",NA
"synuchus","vivalis","ground",NA
"syrphidae","","flight",NA
"syrphus","","flight",NA
"syrphus","ribesii","flight",NA
"syrphus","torvus","flight",NA
"syrphus","vitripennis","flight",NA
"tachinidae","","flight",NA
"tachinus","fimetarius","flight",NA
"tachinus","laticollis",NA,NA
"tachinus","marginellus","flight",NA
"tachinus","signatus","flight",NA
"tachyporus","abdominalis",NA,NA
"tachyporus","atriceps",NA,NA
"tachyporus","chrysomelinus","flight",NA
"tachyporus","dispar",NA,NA
"tachyporus","hypnorum","flight",NA
"tachyporus","nitidulus","flight",NA
"tachyporus","obtusus","flight",NA
"tachyporus","pusillus",NA,NA
"tachyporus","scitulus","flight",NA
"tachyporus","solutus","flight",NA
"tallusia","experta","wind",NA
"tapinocyba","insecta","wind",NA
"tapinocyba","praecox","wind",NA
"tapinoma","189",NA,NA
"tapinoma","62",NA,NA
"tapinoma","B",NA,NA
"tapinoma","cf. indicum",NA,NA
"tapinoma","erraticum",NA,NA
"tapinoma","madeirense",NA,NA
"tapinoma","melanocephalum",NA,NA
"tapinoma","sessile",NA,NA
"tapinoma","sp. 3 aff. williamsi",NA,NA
"tapinoma","sp.4minutumgroup",NA,NA
"tapinoma","sp._1_minutum_gp",NA,NA
"tapinoma","sp._2_minutum_gp",NA,NA
"technomyrmex","121",NA,NA
"technomyrmex","163",NA,NA
"technomyrmex","2",NA,NA
"technomyrmex","20",NA,NA
"technomyrmex","202",NA,NA
"technomyrmex","54",NA,NA
"technomyrmex","61",NA,NA
"technomyrmex","albicoxis",NA,NA
"technomyrmex","albipes",NA,NA
"technomyrmex","antennus",NA,NA
"technomyrmex","brunneus",NA,NA
"technomyrmex","difficilis",NA,NA
"technomyrmex","gilvus",NA,NA
"technomyrmex","jocosus",NA,NA
"technomyrmex","obscurior",NA,NA
"technomyrmex","un01",NA,NA
"tecia","solanivora",NA,"2"
"tegenaria","silvestris","ground",NA
"temnostethus","gracilis",NA,NA
"temnostethus","pusillus","flight",NA
"tenuiphantes","flavipes","wind",NA
"tenuiphantes","mengei","wind",NA
"tenuiphantes","tenebricola",NA,NA
"tenuiphantes","tenuis","wind",NA
"tenuiphantes","zimmermanni","wind",NA
"tetragnatha","extensa","wind",NA
"tetragnatha","montana",NA,NA
"tetragnatha","obtusa",NA,NA
"tetragnatha","pinicola",NA,NA
"tetragnatha","reimoseri",NA,NA
"tetragnatha","striata","wind",NA
"tetropium","castaneum",NA,NA
"tetropium","fuscum",NA,NA
"tetrops","praeustus",NA,NA
"tetrops","starkii",NA,NA
"thaumatotibia","leucotreta",NA,"2"
"theridiidae","","wind",NA
"theridion","","wind",NA
"theridion","boesenbergi",NA,NA
"theridion","melanurum","wind",NA
"theridion","pictum",NA,NA
"theridion","pinastri",NA,NA
"theridion","varians","wind",NA
"therioaphis","trifolii","flight/wind","1"
"thyreosthenius","biovatus","wind",NA
"tinotus","morion","flight",NA
"tiphia","femorata","flight",NA
"tiso","vagans","wind",NA
"trachymyrmex","bugnioni",NA,NA
"trachymyrmex","cornetzi",NA,NA
"trachymyrmex","iisthmica",NA,NA
"trachymyrmex","isthmica",NA,NA
"trachymyrmex","mek1",NA,NA
"trachymyrmex","septentrionalis",NA,NA
"trachymyrmex","sp. 05",NA,NA
"trachymyrmex","sp. 15",NA,NA
"trachymyrmex","sp.09",NA,NA
"trachymyrmex","sp.11",NA,NA
"trachymyrmex","sp.4",NA,NA
"trachymyrmex","zeteki",NA,NA
"tragosoma","depsarium",NA,NA
"trechoblemus","micros","flight",NA
"trechus","amplicollis",NA,NA
"trechus","austriacus",NA,NA
"trechus","fulvus",NA,NA
"trechus","glacialis",NA,NA
"trechus","hampei",NA,NA
"trechus","latibuli",NA,NA
"trechus","montanellus",NA,NA
"trechus","obtusus",NA,NA
"trechus","pilisensis",NA,NA
"trechus","pinkeri",NA,NA
"trechus","pseudopiceus",NA,NA
"trechus","pulchellus",NA,NA
"trechus","pulpani",NA,NA
"trechus","quadristriatus","ground",NA
"trechus","rivularis",NA,NA
"trechus","rotundipennis",NA,NA
"trechus","rubens","flight",NA
"trechus","secalis","ground",NA
"trechus","splendens",NA,NA
"trialeurodes","vaporariorum",NA,NA
"trichrysis","cyanea","flight/wind",NA
"trigonotylus","caelestialium","flight","2"
"trigonotylus","ruficornis",NA,NA
"trochosa","robusta","ground",NA
"trochosa","ruricola","ground",NA
"trochosa","sp1",NA,NA
"trochosa","spinipalpis","ground",NA
"trochosa","terricola","ground",NA
"troxochrus","scabriculus","wind",NA
"trypoxylon","","flight",NA
"trypoxylon","clavicerum","flight",NA
"trypoxylon","figulus","flight",NA
"trypoxylon","medium","flight",NA
"trypoxylon","minus","flight",NA
"vespula","germanica","flight",NA
"vespula","rufa","flight",NA
"vespula","vulgaris","flight",NA
"walckenaeria","acuminata","wind",NA
"walckenaeria","antica","wind",NA
"walckenaeria","atrotibialis","wind",NA
"walckenaeria","capito",NA,NA
"walckenaeria","corniculans","wind",NA
"walckenaeria","cuspidata",NA,NA
"walckenaeria","dysderoides","wind",NA
"walckenaeria","monoceros","wind",NA
"walckenaeria","nudipalpis","wind",NA
"walckenaeria","obtusa","wind",NA
"walckenaeria","unicornis","wind",NA
"walckenaeria","vigilax","wind",NA
"wasmannia","auropunctata",NA,NA
"wasmannia","lutzi",NA,NA
"xantholinus","audrasi","flight",NA
"xantholinus","linearis","flight",NA
"xantholinus","longiventris","flight",NA
"xantholinus","semirufus","flight",NA
"xantholinus","tricolor","flight",NA
"xerolycosa","miniata","ground",NA
"xerolycosa","nemoralis","ground",NA
"xylotrechus","antilope",NA,NA
"xylotrechus","pantherinus",NA,NA
"xylotrechus","rusticus",NA,NA
"xysticus","audax","ground",NA
"xysticus","bifasciatus",NA,NA
"xysticus","caperatus","ground",NA
"xysticus","cristatus","ground",NA
"xysticus","erraticus","ground",NA
"xysticus","kochi","ground",NA
"xysticus","lanio","ground",NA
"xysticus","ninnii","ground",NA
"xysticus","nubilus","ground",NA
"xysticus","striatipes",NA,NA
"xysticus","ulmi","ground",NA
"zabrus","spinipes","ground",NA
"zabrus","tenebrioides","flight",NA
"zelotes","","ground",NA
"zelotes","apricorum","ground",NA
"zelotes","atrocaeruleus","ground",NA
"zelotes","callidus","ground",NA
"zelotes","electus","ground",NA
"zelotes","fulvopilosus","ground",NA
"zelotes","latreillei","ground",NA
"zelotes","manius","ground",NA
"zelotes","pediculatus","ground",NA
"zelotes","segrex","ground",NA
"zelotes","subterraneus","ground",NA
"zelotes","tenuis","ground",NA
"zelotes","thorelli","ground",NA
"zora","armillata","ground",NA
"zora","nemoralis","ground",NA
"zora","spinimana","ground",NA
